Rk,Squad,Comp,Pl,Age,Poss,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_GPK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_GPK,Per_90_Minutes_G+APK,Season,Competition,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl_2,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxGSoT,Expected_PSxG+,Expected_90,Launched_Cmp,Launched_Att,Launched_Cmp_2,Passes_Att_GK,Passes_Thr,Passes_Launch,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp_2,Sweeper_OPA,Sweeper_OPA90,Sweeper_AvgDist,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS_2,Penalty_Kicks_PKatt,Penalty_Kicks_PKA,Penalty_Kicks_PKsv,Penalty_Kicks_PKm,Penalty_Kicks_Save,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Total_Cmp,Total_Att,Total_Cmp_2,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp_2,Medium_Cmp,Medium_Att,Medium_Cmp_2,Long_Cmp,Long_Att,Long_Cmp_2,Ast,AxAG,KP,13,PPA,CrsPA,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Playing_Time_MnMP,Playing_Time_Min_2,Starts_Starts,Starts_MnStart,Starts_Compl,Subs_Subs,Subs_MnSub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+,Team_Success_+90,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,TakeOns_Att,TakeOns_Succ,TakeOns_Succ_2,TakeOns_Tkld,TakeOns_Tkld_2,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_13,Carries_CPA,Carries_Mis,Carries_Dis,Rec,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT_2,Standard_Sh90,Standard_SoT90,Standard_GSh,Standard_GSoT,Standard_Dist,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won_2,xAG,Expected_xA,Expected_AxAG,PrgP,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+,Team_Success_xG_xG+90,Carries_PrgC,Receiving_Rec,Receiving_PrgR,Standard_FK,Expected_npxGSh,Expected_GxG,Expected_npGxG
16.0,Cesena,it Serie A,33,27.3,44.4,38.0,418.0,3420.0,38.0,34.0,23.0,57.0,29.0,5.0,6.0,107.0,0.0,0.89,0.61,1.5,0.76,1.37,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.0,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,114.0,0.0,317.0,0.63,36.0,73.0,-37.0,-0.97,,,,,,,,,,,,,,,,,,,,,34.0,,121.0,,,3.18,,0.24,,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chelsea,eng Premier League,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.84,121.0,89.0,73.6,26.0,9.0,3.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Chelsea,eng Premier League,25,27.0,55.9,38.0,418.0,3420.0,38.0,72.0,59.0,131.0,68.0,4.0,5.0,75.0,0.0,1.89,1.55,3.45,1.79,3.34,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,113.0,0.0,153.0,2.29,73.0,32.0,41.0,1.08,,,,,,,,,,,,,,,,,,,,,72.0,,209.0,,,5.5,,0.33,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chievo,it Serie A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,41.0,1.08,146.0,105.0,71.9,10.0,13.0,15.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Chievo,it Serie A,27,29.1,44.8,38.0,418.0,3420.0,38.0,27.0,20.0,47.0,26.0,1.0,2.0,86.0,0.0,0.71,0.53,1.24,0.68,1.21,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,112.0,0.0,317.0,1.13,28.0,41.0,-13.0,-0.34,,,,,,,,,,,,,,,,,,,,,27.0,,151.0,,,3.97,,0.17,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crystal Palace,eng Premier League,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,51.0,1.34,144.0,93.0,64.6,13.0,9.0,16.0,7.0,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Crystal Palace,eng Premier League,30,27.8,40.4,38.0,418.0,3420.0,38.0,46.0,27.0,73.0,41.0,5.0,7.0,70.0,0.0,1.21,0.71,1.92,1.08,1.79,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,104.0,0.0,162.0,1.26,47.0,51.0,-4.0,-0.11,,,,,,,,,,,,,,,,,,,,,46.0,,139.0,,,3.66,,0.29,,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Córdoba,es La Liga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,68.0,1.79,187.0,119.0,63.6,3.0,11.0,24.0,7.0,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Córdoba,es La Liga,33,25.7,45.9,38.0,418.0,3420.0,38.0,21.0,12.0,33.0,19.0,2.0,3.0,106.0,0.0,0.55,0.32,0.87,0.5,0.82,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,105.0,0.0,157.0,0.53,22.0,68.0,-46.0,-1.21,,,,,,,,,,,,,,,,,,,,,21.0,,127.0,,,3.34,,0.15,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dortmund,de Bundesliga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,42.0,1.24,109.0,67.0,61.5,13.0,7.0,14.0,10.0,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,Dortmund,de Bundesliga,28,26.5,55.3,34.0,374.0,3060.0,34.0,46.0,39.0,85.0,44.0,2.0,3.0,54.0,,1.35,1.15,2.5,1.29,2.44,2014-2015,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,97.0,0.0,140.0,1.35,47.0,42.0,5.0,0.15,,,,,,,,,,,,,,,,,,,,,46.0,,195.0,,,5.74,,0.23,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eibar,es La Liga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1.45,193.0,138.0,71.5,9.0,8.0,21.0,8.0,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,Eibar,es La Liga,23,27.6,43.8,38.0,418.0,3420.0,38.0,33.0,25.0,58.0,31.0,2.0,2.0,110.0,0.0,0.87,0.66,1.53,0.82,1.47,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,114.0,0.0,153.0,0.92,34.0,55.0,-21.0,-0.55,,,,,,,,,,,,,,,,,,,,,33.0,,124.0,,,3.26,,0.25,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eint Frankfurt,de Bundesliga,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,62.0,1.82,176.0,114.0,64.8,11.0,10.0,13.0,6.0,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Eint Frankfurt,de Bundesliga,26,25.9,49.5,34.0,374.0,3060.0,34.0,54.0,33.0,87.0,51.0,3.0,4.0,89.0,0.0,1.59,0.97,2.56,1.5,2.47,2014-2015,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,88.0,0.0,150.0,1.26,56.0,62.0,-6.0,-0.18,,,,,,,,,,,,,,,,,,,,,54.0,,181.0,,,5.32,,0.28,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elche,es La Liga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,62.0,1.63,180.0,118.0,65.6,11.0,8.0,19.0,9.0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Elche,es La Liga,24,26.3,47.9,38.0,418.0,3420.0,38.0,35.0,25.0,60.0,31.0,4.0,7.0,113.0,0.0,0.92,0.66,1.58,0.82,1.47,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,112.0,0.0,153.0,1.08,35.0,62.0,-27.0,-0.71,,,,,,,,,,,,,,,,,,,,,35.0,,137.0,,,3.61,,0.23,,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Empoli,it Serie A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,52.0,1.37,167.0,115.0,68.9,8.0,18.0,12.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Empoli,it Serie A,26,25.1,49.4,38.0,418.0,3420.0,38.0,43.0,35.0,78.0,40.0,3.0,3.0,64.0,0.0,1.13,0.92,2.05,1.05,1.97,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,114.0,0.0,317.0,1.11,46.0,52.0,-6.0,-0.16,,,,,,,,,,,,,,,,,,,,,43.0,,184.0,,,4.84,,0.22,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Espanyol,es La Liga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,51.0,1.34,167.0,116.0,69.5,13.0,10.0,15.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Espanyol,es La Liga,27,26.9,46.0,38.0,418.0,3420.0,38.0,47.0,29.0,76.0,43.0,4.0,4.0,125.0,0.0,1.24,0.76,2.0,1.13,1.89,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.0,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,106.0,0.0,156.0,1.29,47.0,51.0,-4.0,-0.11,,,,,,,,,,,,,,,,,,,,,47.0,,153.0,,,4.03,,0.28,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Everton,eng Premier League,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1.32,128.0,78.0,60.9,12.0,11.0,15.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Everton,eng Premier League,28,27.9,54.7,38.0,418.0,3420.0,38.0,47.0,31.0,78.0,43.0,4.0,7.0,71.0,0.0,1.24,0.82,2.05,1.13,1.95,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,95.0,0.0,171.0,1.24,48.0,50.0,-2.0,-0.05,,,,,,,,,,,,,,,,,,,,,47.0,,167.0,,,4.39,,0.26,,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Evian,fr Ligue 1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,62.0,1.63,166.0,104.0,62.7,11.0,4.0,23.0,9.0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Evian,fr Ligue 1,29,26.8,45.8,38.0,418.0,3420.0,38.0,37.0,25.0,62.0,36.0,1.0,2.0,70.0,0.0,0.97,0.66,1.63,0.95,1.61,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,113.0,0.0,151.0,0.97,41.0,62.0,-21.0,-0.55,,,,,,,,,,,,,,,,,,,,,37.0,,105.0,,,2.76,,0.34,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorentina,it Serie A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,46.0,1.21,162.0,116.0,71.6,18.0,10.0,10.0,11.0,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Fiorentina,it Serie A,30,27.9,55.9,38.0,418.0,3420.0,38.0,61.0,41.0,102.0,59.0,2.0,7.0,86.0,0.0,1.61,1.08,2.68,1.55,2.63,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.0,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,114.0,0.0,326.0,1.68,61.0,46.0,15.0,0.39,,,,,,,,,,,,,,,,,,,,,61.0,,222.0,,,5.84,,0.27,,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Freiburg,de Bundesliga,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,47.0,1.38,208.0,161.0,77.4,7.0,13.0,14.0,9.0,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Freiburg,de Bundesliga,27,25.1,48.4,34.0,374.0,3060.0,34.0,36.0,26.0,62.0,30.0,6.0,9.0,66.0,0.0,1.06,0.76,1.82,0.88,1.65,2014-2015,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.0,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,100.0,0.0,138.0,1.0,36.0,47.0,-11.0,-0.32,,,,,,,,,,,,,,,,,,,,,36.0,,168.0,,,4.94,,0.18,,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genoa,it Serie A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,47.0,1.24,205.0,158.0,77.1,16.0,11.0,11.0,8.0,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,Genoa,it Serie A,33,26.0,50.9,38.0,418.0,3420.0,38.0,58.0,41.0,99.0,53.0,5.0,7.0,108.0,0.0,1.53,1.08,2.61,1.39,2.47,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.0,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,114.0,0.0,281.0,1.55,62.0,47.0,15.0,0.39,,,,,,,,,,,,,,,,,,,,,58.0,,184.0,,,4.84,,0.29,,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Getafe,es La Liga,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.68,174.0,110.0,63.2,10.0,7.0,21.0,5.0,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,Getafe,es La Liga,27,26.9,46.9,38.0,418.0,3420.0,38.0,32.0,25.0,57.0,31.0,1.0,2.0,98.0,0.0,0.84,0.66,1.5,0.82,1.47,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,113.0,0.0,154.0,0.97,33.0,64.0,-31.0,-0.82,,,,,,,,,,,,,,,,,,,,,32.0,,153.0,,,4.03,,0.2,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gladbach,de Bundesliga,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.76,157.0,131.0,83.4,19.0,9.0,6.0,15.0,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,Gladbach,de Bundesliga,19,25.7,53.5,34.0,374.0,3060.0,34.0,53.0,39.0,92.0,50.0,3.0,3.0,56.0,0.0,1.56,1.15,2.71,1.47,2.62,2014-2015,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,98.0,0.0,140.0,1.94,53.0,26.0,27.0,0.79,,,,,,,,,,,,,,,,,,,,,53.0,,166.0,,,4.88,,0.3,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Granada,es La Liga,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.68,159.0,95.0,59.7,7.0,14.0,17.0,11.0,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,Granada,es La Liga,34,26.6,47.4,38.0,418.0,3420.0,38.0,29.0,17.0,46.0,23.0,6.0,6.0,115.0,0.0,0.76,0.45,1.21,0.61,1.05,2014-2015,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.0,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,111.0,0.0,152.0,0.92,29.0,64.0,-35.0,-0.92,,,,,,,,,,,,,,,,,,,,,29.0,,137.0,,,3.61,,0.17,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guingamp,fr Ligue 1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1.45,171.0,116.0,67.8,15.0,4.0,19.0,9.0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
